name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,commissioning_year,owner,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,commisioning_year,State,Counties
2555 E Olympic Bl,USA0057871,1.0,34.0269,-118.2242,Solar,2012.0,Los Angeles Department of Water & Power,1.8940000000000001,1.341,1.235,1.78,1.35,2012,California,Los Angeles County
Lenape II,USA0058703,4.0,39.7767,-86.0428,Solar,2015.0,Lenape Solar II  LLC,0.0,0.0,0.353,5.747999999999999,6.056,2015,Indiana,Marion County
RPI Fuel Cell LLC,USA0057419,3.0,34.0286,-117.6014,Biomass,2013.0,RP1 Fuel Cell LLC,19.565,12.463,9.197000000000001,3.8339999999999996,0.0,2013,California,San Bernardino County
Newgulf Cogen,USA0050137,101.9,29.2639,-95.8997,Gas,1984.0,Engie North America,3.6260000000000003,2.6289999999999996,2.55,9.325,4.297,1984,Texas,Wharton County
AM Best Farm,USA0058344,5.0,35.4189,-77.9856,Solar,2013.0,AM Best Farm,4.618,9.102,8.691,9.131,8.689,2013,North Carolina,Wayne County
Bayway Refinery,USA0056294,11.2,40.6376,-74.2212,Cogeneration,1968.0,Phillips 66,93.344,102.631,67.132,67.682,66.921,1968,New Jersey,Union County
MP Wayne LLC,USA0057366,3.3,35.2889,-78.0703,Waste,2011.0,MP Wayne LLC,16.815,16.031,15.187000000000001,12.822000000000001,13.046,2011,North Carolina,Wayne County
Future Generation Wind,USA0059622,8.0,41.7744,-70.6158,Wind,2016.0,Consolidated Edison Solutions Inc,0.0,0.0,0.0,8.43,15.235,2016,Massachusetts,Barnstable County
Pine View Dam,USA0007132,1.8,41.2543,-111.8485,Hydro,1991.0,City of Bountiful,2.609,3.804,3.457,4.811,8.504,1991,Utah,Weber County
Yankton,USA0008034,13.4,42.8933,-97.3533,Gas,1972.843284,NorthWestern Energy - (SD),-0.451,-0.381,-0.52,-0.305,-0.26,1972,South Dakota,Yankton County
Buckingham Solar LLC,USA0060917,19.8,37.5029,-78.3792,Solar,2017.0,Dominion Renewable Energy,0.0,0.0,0.0,0.0,1.7590000000000001,2017,Virginia,Cumberland County
Chester Diversion Hydroelectric Project,USA0056893,3.6,44.0183,-111.5836,Hydro,2014.0,Fall River Rural Elec Coop Inc,0.0,4.121,3.7119999999999997,6.662999999999999,7.8839999999999995,2014,Idaho,Fremont County
Gary Court 1 & 2,USA0057601,5.2,41.3367,-72.02,Oil,2010.0,Connecticut Mun Elec Engy Coop,0.642,0.818,0.7959999999999999,0.68,0.539,2010,Connecticut,New London County
Bos Dairy  LLC,USA0057625,1.1,41.1153,-87.2328,Biomass,2011.363636,Bos Dairy  LLC,7.034,7.497000000000001,7.86,7.803999999999999,7.56,2011,Indiana,Newton County
Monroe County Sites C  D  & E,USA0061510,6.0,43.3188,-77.7402,Solar,2018.0,AES Distributed Energy,0.0,0.0,0.0,0.0,0.006999999999999999,2018,New York,Monroe County
Block Island Wind Farm,USA0058035,30.0,41.1147,-71.5211,Wind,2017.0,Deepwater Wind Block Island LLC,0.0,0.0,0.0,6.313,104.351,2017,Rhode Island,Washington County
Hardy,USA0001707,31.5,43.4866,-85.6299,Hydro,1931.0,Consumers Energy Co,112.75,108.301,94.948,103.775,118.09200000000001,1931,Michigan,Newaygo County
Tracy,USA0002336,1032.9,39.5625,-119.525,Gas,2000.2730179999999,Sierra Pacific Power Co,3423.171,0.0,3345.468,4026.97,3903.35,2000,Nevada,Washoe County
Blackstone Wind Farm LLC,USA0057110,102.0,41.1508,-88.6233,Wind,2009.0,Blackstone Wind Farm LLC,254.56900000000002,272.134,286.211,263.02099999999996,280.27099999999996,2009,Illinois,LaSalle County
Bottle Rock Power,USA0000902,55.0,38.8348,-122.7677,Geothermal,1985.0,Bottle Rock Power LLC,72.876,69.072,17.272000000000002,0.0,0.0,1985,California,Lake County
Beardsley,USA0000414,10.0,38.2026,-120.07700000000001,Hydro,1957.0,Oakdale&South San Joaquin Irrigation D.,34.571,15.182,18.739,68.443,84.257,1957,California,Tuolumne County
Desert Green Solar Farm LLC,USA0057959,6.3,33.2706,-116.3481,Solar,2014.0,Invenergy Services LLC,0.0,0.961,15.465,14.189,13.437000000000001,2014,California,San Diego County
New York Methodist Hospital,USA0052091,4.4,40.6679,-73.9787,Oil,2006.4545449999998,New York Methodist Hospital,6.729,6.581,1.3530000000000002,0.0,0.0,2006,New York,Kings County
Hofstra University,USA0051035,2.2,40.7139,-73.6003,Gas,1990.0,Hofstra University,14.171,13.106,6.31,5.643,0.0,1990,New York,Nassau County
John L. Featherstone Plant,USA0057475,55.0,33.2046,-115.5733,Geothermal,2012.0,Hudson Ranch Power I LLC,386.399,429.194,435.264,443.269,424.265,2012,California,Imperial County
Canandaigua Solar Array,USA0061043,2.0,42.8689,-77.2846,Solar,2017.0,AEP Onsite Partners,0.0,0.0,0.0,0.0,2.753,2017,New York,Ontario County
Black Eagle,USA0002181,24.0,47.5213,-111.2614,Hydro,1927.0,NorthWestern Energy,109.985,120.985,127.279,118.288,126.346,1927,Montana,Cascade County
Sauder Power Plant,USA0054974,7.2,41.5152,-84.2935,Waste,1993.0,Sauder Woodworking Co,27.232,30.51,30.604,30.944000000000003,28.764,1993,Ohio,Fulton County
KRS I Anahola Solar,USA0058639,18.0,22.1317,-159.3031,Solar,2015.0,Kauai Island Utility Cooperative,0.0,0.0,6.925,-41.888999999999996,21.171,2015,Hawaii,Kauai County
Drum 2,USA0000236,53.1,39.2574,-120.76700000000001,Hydro,1966.0,Pacific Gas & Electric Co.,240.928,170.81400000000002,175.386,246.25,311.214,1966,California,Placer County
Granite,USA0003651,2.0,40.6192,-111.7821,Hydro,1896.0,PacifiCorp,5.671,6.05,5.516,6.218999999999999,7.476,1896,Utah,Salt Lake County
Holland Energy Facility,USA0055334,702.1,39.2231,-88.7584,Gas,2002.0,NAES Corporation - (WA),464.43,296.933,490.11300000000006,1372.906,703.5369999999999,2002,Illinois,Effingham County
Four Mile Hydropower Project,USA0054341,2.0,45.0933,-83.5025,Hydro,1991.5,Thunder Bay Power Co LLC,10.236,11.502,10.372,10.282,12.530999999999999,1991,Michigan,Alpena County
Division 3,USA0059096,1.0,34.7083,-118.1306,Solar,2014.0,Tesla Inc.,0.0,1.0197,1.94733,2.072,2.002,2014,California,Los Angeles County
Gambell,USA0057062,1.6,63.7771,-171.7124,Oil,2006.0,Alaska Village Elec Coop  Inc,1.5190000000000001,1.5130000000000001,0.0,0.0,1.901,2006,Chukotskiy Avtonomnyy Okrug,
Axiall Natrium Plant,USA0050491,123.0,39.7475,-80.8547,Gas,1960.658537,Westlake Chemical Natrium Plant,452.37716900000004,586.274681,556.065565,381.324575,543.0371719999999,1960,West Virginia,Wetzel County
Manalapan Village Solar,USA0057661,3.5,40.2567,-74.3497,Solar,2012.0,NJR Clean Energy Ventures Corporation,4.718999999999999,4.434,4.501,4.572,4.242,2012,New Jersey,Monmouth County
Pisgah Mountain Wind,USA0060404,9.1,44.7773,-68.5234,Wind,2017.0,Pisgah Mountain  LLC,0.0,0.0,0.0,1.609,30.386999999999997,2017,Maine,Penobscot County
Thornridge High School,USA0055005,1.0,41.6225,-87.5978,Gas,1996.0,Thorton Township School Dist,0.523,0.11800000000000001,0.079,0.001,0.0,1996,Illinois,Cook County
Hunt Road Solar,USA0059927,4.5,42.8298,-70.9602,Solar,2017.0,Citizens Enterprises Corporation,0.0,0.0,0.0,0.0,6.944,2017,Massachusetts,Essex County
Rocky Creek,USA0003266,28.0,34.54,-80.8778,Hydro,1909.0,Duke Energy Carolinas  LLC,-0.541,-0.226,-0.187,-0.213,-0.16399999999999998,1909,South Carolina,Chester County
Borger Plant,USA0050067,37.5,35.6647,-101.4354,Gas,1985.0,Sid Richardson Carbon Ltd,51.42552,71.17278,85.92454000000001,57.172,71.446,1985,Texas,Hutchinson County
Queens Creek,USA0006438,1.4,35.2713,-83.676,Hydro,1949.0,Duke Energy Carolinas  LLC,5.178,2.772,3.292,2.068,2.822,1949,North Carolina,Graham County
Chalk Hill,USA0001776,7.8,45.5136,-87.8011,Hydro,1927.0,Wisconsin Electric Power Co,26.776999999999997,37.223,33.496,38.400999999999996,40.041,1927,Michigan,Dickinson County
NY Times Daily Production Facility,USA0061414,12.0,40.7754,-73.8309,Oil,2006.0,The NY Times Production Facility,0.0,0.0,0.0,0.0,0.079,2006,New York,Bronx
Solar Blythe 2,USA0060558,20.0,33.6187,-114.6962,Solar,2017.0,NRG Solar Blythe II LLC,0.0,0.0,0.0,0.0,47.92100000000001,2017,California,Riverside County
Des Moines Wastewater Reclamation Fac,USA0050932,2.8,41.5734,-93.5577,Biomass,2015.0,Des Moines Metro WRF,0.0,0.0,0.0,0.0,7.471,2015,Iowa,Polk County
Rock Creek,USA0000275,126.0,39.9052,-121.3452,Hydro,1950.0,Pacific Gas & Electric Co.,312.976,236.93400000000003,192.982,346.829,543.4630000000001,1950,California,Butte County
Pumpkin Hill,USA0050699,1.0,45.1868,-68.4649,Hydro,1987.0,KEI (Maine) Power Management (II) LLC,5.13414,3.98277,4.204,3.72,3.748,1987,Maine,Penobscot County
San Joaquin 2,USA0000276,2.8,37.2032,-119.4975,Hydro,1917.0,Pacific Gas & Electric Co.,2.556,0.9129999999999999,0.0,3.389,6.723,1917,California,Fresno County
Washington Energy Facility,USA0055397,714.9,39.58,-81.6564,Gas,2002.0,Dynegy Washington Energy Facility,4014.2940000000003,4345.1179999999995,4869.157,4376.340999999999,4034.992,2002,Ohio,Washington County
Ayrshire,USA0058792,19.4,35.2831,-81.6153,Solar,2017.0,CD Global Solar Holdings  LLC,0.0,0.0,0.0,0.0,9.46,2017,North Carolina,Cleveland County
Marsh Valley Development,USA0050972,1.6,42.626000000000005,-112.1493,Hydro,1993.0,Marsh Valley Development Inc,3.353,3.661,3.1430000000000002,4.729,7.587999999999999,1993,Idaho,Bannock County
Carstensen Wind,USA0056410,1.7,44.0247,-96.4369,Wind,2005.0,Carstensen Wind LLC,4.834,5.665,5.318,5.234,4.795,2005,Minnesota,Pipestone County
GRE Marshan Solar,USA0060935,1.0,44.6922,-92.8169,Solar,2017.0,SoCore Energy LLC,0.0,0.0,0.0,0.0,0.133,2017,Wisconsin,Pierce County
Mt Ida Hydroelectric,USA0050031,3.0,42.7213,-73.6806,Hydro,1992.0,Ampersand Mount Ida Hydro LLC,0.0,9.0,7.407,7.242999999999999,8.743,1992,New York,Rensselaer County
Osprey Point RES,USA0059255,13.2,39.0592,-87.5061,Gas,2013.0,Hoosier Energy R E C  Inc,4.245,19.625999999999998,20.387999999999998,9.453,0.0,2013,Indiana,Sullivan County
Napoleon Solar I,USA0057462,8.0,41.3884,-84.0958,Solar,2012.0,Enfinity BNB Napoleon Solar LLC,14.343,14.283,13.335,13.655,12.7,2012,Ohio,Henry County
Minnesota Breeze LLC,USA0056587,1.3,43.5833,-95.7781,Wind,2006.0,Midwest Power Partners LLC,3.502,3.8939999999999997,3.639,1.4080000000000001,2.9339999999999997,2006,Minnesota,Nobles County
Yankee Street,USA0002854,126.6,39.603,-84.2047,Gas,1969.9091629999998,Dayton Power & Light Co,0.0,0.0,0.0,1.5630000000000002,2.1180000000000003,1969,Ohio,Warren County
Snow Camp Solar  LLC,USA0060367,5.2,35.8627,-79.4235,Solar,2016.0,Cypress Creek Renewables,0.0,0.0,0.0,9.068999999999999,11.597999999999999,2016,North Carolina,Alamance County
Battery Utility of Ohio,USA0058475,4.0,40.2603,-82.8331,Storage,2014.0,Battery Utility of Ohio LLC,0.0,0.0,0.0,-0.479,-0.43700000000000006,2014,Ohio,Delaware County
Stillwater B,USA0059437,2.4,44.9127,-68.6838,Hydro,2013.0,Brookfield Black Bear Hydro  LLC,0.0,13.548,13.747,11.455,11.534,2013,Maine,Penobscot County
Mon Valley Works,USA0050732,52.5,40.3925,-79.8564,Gas,1945.8095239999998,United States Steel-Mon Valley,437.46100099999995,256.797999,225.38,323.91000499999996,282.326996,1945,Pennsylvania,Allegheny County
Roll Delano,USA0058297,1.1,35.7342,-119.2367,Gas,2012.0,Bloom Energy,5.64795,6.474,4.923,6.409,2.242,2012,California,Kern County
Pomeroy Wind Farm,USA0056501,286.4,42.5842,-94.7467,Wind,2008.5174579999998,MidAmerican Energy Co,918.97,935.4839999999999,886.9830000000001,886.488,845.5110000000001,2008,Iowa,Pocahontas County
Maricopa West Solar PV  LLC,USA0059607,20.0,35.1153,-119.3178,Solar,2016.0,Dominion Renewable Energy,0.0,0.0,2.985,52.566,47.739,2016,California,Kern County
Granite Mountain Solar East  LLC,USA0059946,80.0,37.7751,-113.2264,Solar,2016.0,Dominion Renewable Energy,0.0,0.0,0.0,55.797,208.687,2016,Utah,Iron County
Bushnell,USA0000935,10.8,40.5486,-90.5138,Oil,1979.4444440000002,City of Bushnell - (IL),0.175,0.501,0.114,0.051,0.158,1979,Illinois,McDonough County
Ayers Village Solar,USA0059463,2.0,42.7919,-71.1775,Solar,2014.0,DESRI V Mass Solar Holdco  LLC,0.0,1.084,2.8360000000000003,2.8680000000000003,2.855,2014,New Hampshire,Rockingham County
BP Carson Refinery,USA0050540,13.5,33.8153,-118.2358,Gas,1983.7777780000001,Tesoro Carson Refinery,0.0,0.0,0.0,0.0,0.0,1983,California,Los Angeles County
Curtis,USA0002232,3.4,40.6315,-100.5152,Gas,1967.764706,City of Curtis - (NE),0.013999999999999999,0.006,0.022000000000000002,0.018000000000000002,0.002,1967,Nebraska,Frontier County
Beaver City,USA0002217,2.0,40.1303,-99.8278,Gas,1960.9,City of Beaver City - (NE),0.006999999999999999,0.02,0.001,0.0,0.0,1960,Nebraska,Furnas County
Finch Paper,USA0010511,29.0,43.3084,-73.6376,Waste,1987.0,Finch Paper LLC,149.679,152.936,134.87,138.485824,120.427383,1987,New York,Warren County
Port Edwards Mill,USA0054103,6.7,44.3364,-89.8672,Hydro,1930.716418,Domtar Industries Inc,37.64277,40.552,42.108000000000004,44.17100000000001,39.515,1930,Wisconsin,Wood County
Par Sterile Products,USA0050318,2.8,42.6837,-83.1143,Gas,1986.0,JHP Pharmaceuticals LLC,0.0,0.0,0.0,0.0,0.0,1986,Michigan,Oakland County
ITT Cogen Facility,USA0052021,7.4,41.8344,-87.6285,Gas,1991.0,Illinois Institute-Technology,0.0,0.0,0.0,0.0,0.113,1991,Illinois,Cook County
Stahl Wind Energy,USA0056409,1.7,44.0256,-96.4303,Wind,2005.0,Stahl Wind Energy LLC,4.885,5.666,5.396,5.167999999999999,5.154,2005,Minnesota,Pipestone County
Estill Solar,USA0061490,20.0,32.7638,-81.2422,Solar,2018.0,Estill Solar I  LLC,0.0,0.0,0.0,0.0,1.574,2018,South Carolina,Hampton County
Green Power 2,USA0055470,861.0,29.3781,-94.9328,Gas,2005.4518,South Houston Green Power LLC,3952.4100049999997,4203.596996,4356.981003,4474.579997999999,4416.905001,2005,Texas,Galveston County
Wolf Creek Generating Station,USA0000210,1267.7,38.2393,-95.6898,Nuclear,1985.0,Wolf Creek Nuclear Optg Corp,7168.3009999999995,8558.384,8630.178,8246.042,10647.987,1985,Kansas,Coffey County
Oregon University System OIT Klamath Fal,USA0058961,2.0,42.2542,-121.785,Solar,2014.0,Tesla Inc.,0.0,2.8947599999999998,2.6373599999999997,2.9939999999999998,2.947,2014,Oregon,Klamath County
Wolverine Creek,USA0056301,64.5,43.4195,-111.8294,Wind,2006.0,Invenergy Services LLC,154.011,183.793,142.898,174.81099999999998,172.11700000000002,2006,Idaho,Bonneville County
Cargill Dry Creek Biofactory,USA0057344,2.4,42.4249,-114.2292,Biomass,2008.0,AgPower DCD  LLC,11.85114,13.463,10.6,10.884,10.885,2008,Idaho,Twin Falls County
Pilgrim Nuclear Power Station,USA0001590,670.0,41.9438,-70.578,Nuclear,1973.0,Entergy Nuclear Generation Co,4330.643,5769.154,4994.806,5414.318,5047.17,1973,Massachusetts,Plymouth County
Dover Sun Park,USA0057337,10.0,39.1836,-75.5044,Solar,2011.0,White Oak Solar Energy LLC,18.152,17.792,17.439,17.596,16.59141,2011,Delaware,Kent County
Walton Discover Power Facility,USA0055138,103.0,32.541,-85.0389,Gas,1999.0,Walton Discover LLC,1.4409999999999998,3.38,13.535,19.268,4.037,1999,Alabama,Lee County
Centaurus Community Solar,USA0060939,2.0,44.9491,-95.5113,Solar,2017.0,Centaurus Community Solar,0.0,0.0,0.0,0.0,0.7659999999999999,2017,Minnesota,Yellow Medicine County
Benton County Wind Farm,USA0056679,130.5,40.695,-87.4886,Wind,2008.0,Orion Energy Group LLC,266.976,178.015,265.567,247.125,326.23900000000003,2008,Indiana,Newton County
Sacramento Fairbain Water Treatment Plan,USA0058636,1.0,38.6436,-121.4164,Solar,2013.0,Tesla Inc.,1.19592,1.11375,1.28601,1.3090000000000002,1.304,2013,California,Sacramento County
University of Arizona - Biosphere 2,USA0054594,3.1,32.578,-110.8526,Gas,1995.1612899999998,University of Arizona - Biosphere 2,0.08526,0.06272,0.05782,0.049,0.06176,1995,Arizona,Pinal County
Crofton Bluffs Wind LLC,USA0057278,40.0,42.6983,-97.58,Wind,2012.0,NRG Energy Gas & Wind Holdings Inc,168.717,177.965,172.882,177.227,162.148,2012,Nebraska,Knox County
Santa Ana 3,USA0000363,3.1,34.1072,-117.0991,Hydro,1999.0,Southern California Edison Co,3.737,1.777,2.975,2.699,9.042,1999,California,San Bernardino County
South Glens Falls Hydroelectric,USA0054772,13.8,43.3044,-73.6399,Hydro,1994.0,Boralex Hydro Operations Inc,73.232,73.185,63.687,59.403999999999996,83.611,1994,New York,Warren County
Colorado Bend Energy Center,USA0056350,580.1,29.2878,-96.0683,Gas,2004.095328,CER Colorado Bend Energy Partners LP,1738.089,1592.158,1563.392,2243.512,2165.276,2004,Texas,Wharton County
Sowega Power,USA0007768,99.6,31.3869,-84.08,Gas,1999.0,SOWEGA Power LLC,0.0,0.0,120.716999,0.0,43.452,1999,Georgia,Dougherty County
NSB Kaktovik Utility,USA0007483,2.6,70.1256,-143.619,Oil,2000.0,North Slope Borough Power & Light,4.569,4.492,4.495,4.58,4.485,2000,Alaska,North Slope Borough
Rhode Island Hospital,USA0052024,10.4,41.8103,-71.41,Gas,1987.125,Rhode Island Hospital,18.055999999999997,17.984,24.749000000000002,22.563000000000002,23.53,1987,Rhode Island,Providence County
Willow Springs Wind Farm,USA0060901,250.0,33.3454,-99.6243,Wind,2017.0,Willow Springs Windfarm  LLC,0.0,0.0,0.0,0.0,177.658,2017,Texas,Knox County
Fuyao Glass Illinois Inc.,USA0054360,4.7,39.779,-88.9016,Oil,1981.0,Fuyao Glass Illinois  Inc,0.0,0.00588,0.0,0.006,0.0,1981,Illinois,Macon County
Sagebrush Power Partners,USA0056858,100.7,47.1356,-120.6872,Wind,2010.0,Sagebrush Power Partners  LLC,278.267,263.519,253.803,251.11900000000003,208.977,2010,Washington,Kittitas County
Wylie,USA0003271,60.0,35.0218,-81.0078,Hydro,1925.0,Duke Energy Carolinas  LLC,208.80599999999998,143.153,143.069,124.836,98.272,1925,South Carolina,York County
Anita,USA0001123,2.9,41.4442,-94.7665,Oil,1992.7931030000002,City of Anita - (IA),0.02646,0.02744,0.019,0.039,0.021,1992,Iowa,Cass County
Danville New Design Plant,USA0056363,1.8,36.6308,-79.3894,Oil,2005.0,City of Danville - (VA),0.0,0.0,0.0,0.0,0.0,2005,Virginia,City of Danville
Hillabee Energy Center,USA0055411,822.8,33.0007,-85.9033,Gas,2010.0,CER Generation LLC,3556.6490000000003,5027.955,5187.348,5387.101,3057.248,2010,Alabama,Tallapoosa County
Lawrence County Station,USA0007948,402.0,38.8003,-86.4511,Gas,2005.0,Hoosier Energy R E C  Inc,22.218000000000004,29.545,19.245,36.711,40.554,2005,Indiana,Lawrence County
Campbell Village,USA0002225,1.3,40.2992,-98.7331,Oil,1972.307692,Village of Campbell - (NE),0.0,0.0,0.0,0.0,0.001,1972,Nebraska,Kearney County
Fremont Canyon,USA0004176,66.8,42.4766,-106.7959,Hydro,1961.0,U S Bureau of Reclamation,147.69,133.507,189.03900000000002,229.50900000000001,289.328,1961,Wyoming,Natrona County
Morgan Falls,USA0000717,16.8,33.9684,-84.3827,Hydro,1904.0,Georgia Power Co,38.829,36.85,36.576,23.581999999999997,14.602,1904,Georgia,Fulton County
Wildcat Wind Farm I  LLC,USA0057862,200.0,40.3494,-85.8431,Wind,2013.0,E ON Climate Renewables N America LLC,627.7280000000001,661.5189999999999,648.371,662.5160000000001,698.176,2013,Indiana,Madison County
Wheelabrator Westchester,USA0050882,59.7,41.2771,-73.9423,Waste,1984.0,Wheelabrator Environmental Systems,389.707,388.70001,396.744,387.353,394.25,1984,New York,Westchester County
J T Deely,USA0006181,932.0,29.3081,-98.3228,Coal,1977.478541,City of San Antonio - (TX),0.0,0.0,0.0,0.0,3569.532975,1977,Texas,Bexar County
Mass Inst Tech Cntrl Utilities/Cogen Plt,USA0054907,21.2,42.361000000000004,-71.0939,Gas,1995.0,Massachusetts Inst of Tech,128.951345,131.154376,113.46066200000001,105.485001,62.271159999999995,1995,Massachusetts,Middlesex County
Wilson Solar Farm 2,USA0061275,5.0,35.683,-78.016,Solar,2017.0,GCL New Energy  Inc.,0.0,0.0,0.0,0.0,7.553999999999999,2017,North Carolina,Wilson County
Airport Industrial,USA0007995,10.0,38.2844,-104.5308,Oil,2002.0,Black Hills/Colorado Elec.Util,-0.165,-0.162,-0.203,-0.209,-0.149,2002,Colorado,Pueblo County
Denison Solar Array,USA0061637,1.9,40.0733,-82.51799999999999,Solar,2018.0,AEP Onsite Partners,0.0,0.0,0.0,0.0,0.024,2018,Ohio,Licking County
Little Mac Project,USA0010049,1.5,42.6296,-114.6616,Hydro,1984.0,Little Mac Power Company,4.833,0.0,5.46,5.763999999999999,5.895,1984,Idaho,Twin Falls County
Lincoln Financial Field,USA0058231,2.9,39.9008,-75.1675,Solar,2013.0,NRG Energy Center Eagles LLC,3.5521199999999995,3.32442,3.463,3.694,3.418,2013,New Jersey,Gloucester County
Chickamauga,USA0003398,159.6,35.1018,-85.2295,Hydro,1943.0,Tennessee Valley Authority,942.029,714.29,801.7810000000001,542.242,755.9989999999999,1943,Tennessee,Hamilton County
Seward Wind Farm,USA0061056,1.7,40.895,-97.1951,Wind,2018.0,Seward Wind LLC,0.0,0.0,0.0,0.0,0.004,2018,Nebraska,Seward County
Stone Solar,USA0061085,5.0,34.5831,-79.0318,Solar,2016.0,Stone Solar  LLC,0.0,0.0,0.0,3.1489999999999996,10.565999999999999,2016,North Carolina,Robeson County
Pole Hill,USA0000519,38.2,40.3651,-105.3251,Hydro,1954.0,U S Bureau of Reclamation,150.626,191.968,120.24600000000001,190.64700000000002,146.464,1954,Colorado,Boulder County
Suffolk Energy Partners LP,USA0054781,3.2,36.7589,-76.4961,Waste,1994.0,Zapco Energy Tactics Corp,20.808000000000003,22.436999999999998,22.846999999999998,21.468000000000004,21.941999999999997,1994,Virginia,City of Suffolk
Portable Generator 2,USA0059194,2.0,48.145,-103.6375,Oil,2012.0,Montana-Dakota Utilities Co,0.003,0.003,0.003,0.003,0.005,2012,North Dakota,Williams County
Fall River Solar,USA0060738,2.0,41.7513,-71.1145,Solar,2013.0,Marina Energy LLC,0.0,0.0,0.0,2.877,2.752,2013,Massachusetts,Bristol County
